id,labels
959,5
960,1
961,0
962,1
963,3
964,5
965,6
966,2
967,2
968,5
969,1
970,7
971,4
972,7
973,8
974,0
975,1
976,2
977,7
978,4
979,6
980,9
981,6
982,2
983,2
984,7
985,9
986,8
987,1
988,2
989,5
990,3
991,8
992,2
993,8
994,2
995,2
996,7
997,8
998,2
999,7
1000,8
1001,5
1002,5
1003,6
1004,1
1005,8
1006,1
1007,8
1008,8
1009,9
1010,2
1011,8
1012,0
1013,5
1014,4
1015,1
1016,2
1017,2
1018,3
1019,1
1020,8
1021,9
1022,9
1023,2
1024,9
1025,8
1026,2
1027,8
1028,4
1029,8
1030,9
1031,5
1032,9
1033,7
1034,8
1035,1
1036,9
1037,3
1038,9
1039,9
1040,1
1041,9
1042,9
1043,7
1044,1
1045,7
1046,5
1047,5
1048,2
1049,2
1050,1
1051,2
1052,7
1053,7
1054,2
1055,2
1056,4
1057,4
1058,1
1059,9
1060,3
1061,1
1062,2
1063,2
1064,1
1065,9
1066,8
1067,5
1068,5
1069,1
1070,8
1071,1
1072,1
1073,8
1074,8
1075,7
1076,9
1077,1
1078,8
1079,8
1080,1
1081,7
1082,1
1083,4
1084,8
1085,2
1086,2
1087,1
1088,9
1089,0
1090,8
1091,1
1092,6
1093,4
1094,1
1095,6
1096,4
1097,1
1098,9
1099,6
1100,1
1101,8
1102,1
1103,2
1104,1
1105,1
1106,5
1107,2
1108,8
1109,7
1110,8
1111,1
1112,1
1113,2
1114,0
1115,6
1116,5
1117,5
1118,3
1119,2
1120,7
1121,4
1122,8
1123,7
1124,3
1125,9
1126,2
1127,9
1128,2
1129,1
1130,5
1131,0
1132,2
1133,1
1134,8
1135,1
1136,7
1137,7
1138,0
1139,1
1140,4
1141,1
1142,0
1143,1
1144,8
1145,3
1146,0
1147,5
1148,1
1149,2
1150,9
1151,2
1152,7
1153,0
1154,9
1155,8
1156,3
1157,6
1158,5
1159,0
1160,4
1161,7
1162,1
1163,1
1164,8
1165,3
1166,8
1167,2
1168,4
1169,9
1170,9
1171,2
1172,4
1173,2
1174,2
1175,9
1176,0
1177,8
1178,2
1179,7
1180,9
1181,1
1182,1
1183,1
1184,9
1185,4
1186,6
1187,1
1188,8
1189,1
1190,2
1191,1
1192,0
1193,5
1194,9
1195,1
1196,2
1197,3
1198,1
1199,2
1200,3
1201,8
1202,8
1203,6
1204,8
1205,1
1206,2
1207,7
1208,7
1209,1
1210,2
1211,5
1212,2
1213,4
1214,6
1215,7
1216,4
1217,1
1218,1
1219,5
1220,6
1221,3
1222,1
1223,5
1224,6
1225,2
1226,5
1227,4
1228,4
1229,8
1230,2
1231,1
1232,1
1233,4
1234,7
1235,1
1236,2
1237,8
1238,7
1239,1
1240,8
1241,4
1242,5
1243,5
1244,4
1245,9
1246,9
1247,8
1248,5
1249,1
1250,1
1251,8
1252,4
1253,8
1254,0
1255,5
1256,2
1257,8
1258,8
1259,4
1260,7
1261,2
1262,1
1263,1
1264,8
1265,7
1266,1
1267,4
1268,2
1269,8
1270,0
1271,8
1272,1
1273,7
1274,1
1275,1
1276,1
1277,8
1278,1
1279,2
1280,0
1281,1
1282,8
1283,8
1284,9
1285,3
1286,8
1287,0
1288,7
1289,2
1290,0
1291,1
1292,8
1293,7
1294,2
1295,1
1296,5
1297,2
1298,4
1299,6
1300,4
1301,1
1302,1
1303,5
1304,5
1305,4
1306,7
1307,1
1308,4
1309,2
1310,8
1311,1
1312,8
1313,4
1314,7
1315,8
1316,7
1317,4
1318,8
1319,8
1320,7
1321,0
1322,8
1323,2
1324,7
1325,8
1326,1
1327,4
1328,2
1329,2
1330,0
1331,3
1332,1
1333,2
1334,2
1335,2
1336,7
1337,4
1338,3
1339,8
1340,9
1341,7
1342,1
1343,3
1344,3
1345,5
1346,6
1347,1
1348,6
1349,3
1350,5
1351,1
1352,7
1353,5
1354,1
1355,3
1356,2
1357,1
1358,2
1359,1
1360,8
1361,9
1362,4
1363,6
1364,8
1365,5
1366,1
1367,1
1368,1
1369,2
1370,8
1371,8
1372,2
1373,8
1374,3
1375,7
1376,8
1377,8
1378,8
1379,1
1380,2
1381,2
1382,5
1383,3
1384,9
1385,8
1386,8
1387,5
1388,4
1389,7
1390,7
1391,4
1392,1
1393,1
1394,2
1395,4
1396,8
1397,4
1398,1
1399,7
1400,1
1401,2
1402,6
1403,8
1404,7
1405,8
1406,9
1407,8
1408,6
1409,2
1410,6
1411,8
1412,1
1413,2
1414,8
1415,9
1416,8
1417,1
1418,1
1419,9
1420,1
1421,1
1422,9
1423,0
1424,1
1425,1
1426,3
1427,8
1428,6
1429,8
1430,0
1431,9
1432,1
1433,7
1434,1
1435,5
1436,1
1437,4
1438,1
1439,8
1440,1
1441,9
1442,8
1443,2
1444,1
1445,2
1446,2
1447,7
1448,8
1449,5
1450,9
1451,4
1452,2
1453,5
1454,4
1455,8
1456,8
1457,1
1458,2
1459,2
1460,8
1461,7
1462,7
1463,9
1464,1
1465,4
1466,4
1467,3
1468,3
1469,8
1470,6
1471,1
1472,2
1473,9
1474,1
1475,5
1476,4
1477,1
1478,2
1479,7
1480,1
1481,7
1482,5
1483,7
1484,5
1485,9
1486,0
1487,5
1488,2
1489,1
1490,2
1491,7
1492,9
1493,9
1494,8
1495,5
1496,5
1497,8
1498,1
1499,5
1500,9
1501,2
1502,0
1503,7
1504,1
1505,2
1506,1
1507,2
1508,9
1509,1
1510,0
1511,8
1512,8
1513,3
1514,1
1515,8
1516,8
1517,1
1518,2
1519,7
1520,8
1521,7
1522,2
1523,8
1524,7
1525,6
1526,2
1527,5
1528,5
1529,9
1530,1
1531,1
1532,7
1533,2
1534,4
1535,2
1536,1
1537,0
1538,2
1539,2
1540,1
1541,2
1542,7
1543,1
1544,7
1545,8
1546,1
1547,4
1548,4
1549,2
1550,7
1551,7
1552,5
1553,1
1554,2
1555,1
1556,4
1557,4
1558,0
1559,4
1560,8
1561,4
1562,0
1563,8
1564,7
1565,1
1566,1
1567,5
1568,7
1569,7
1570,2
1571,6
1572,8
1573,7
1574,1
1575,3
1576,3
1577,4
1578,2
1579,2
1580,0
1581,4
1582,7
1583,0
1584,6
1585,0
1586,2
1587,1
1588,1
1589,4
1590,1
1591,1
1592,9
1593,8
1594,2
1595,2
1596,4
1597,3
1598,1
1599,8
1600,8
1601,2
1602,2
1603,1
1604,0
1605,2
1606,1
1607,9
1608,5
1609,2
1610,8
1611,2
1612,0
1613,8
1614,1
1615,3
1616,8
1617,1
1618,8
1619,1
1620,1
1621,6
1622,8
1623,7
1624,7
1625,2
1626,8
1627,2
1628,4
1629,8
1630,2
1631,4
1632,8
1633,2
1634,7
1635,1
1636,8
1637,1
1638,1
1639,2
1640,2
1641,6
1642,4
1643,7
1644,6
1645,7
1646,9
1647,9
1648,2
1649,3
1650,3
1651,1
1652,1
1653,4
1654,9
1655,3
1656,5
1657,4
1658,9
1659,8
1660,5
1661,4
1662,8
1663,0
1664,8
1665,1
1666,2
1667,8
1668,5
1669,8
1670,8
1671,8
1672,1
1673,2
1674,5
1675,2
1676,1
1677,9
1678,1
1679,8
1680,9
1681,2
1682,8
1683,1
1684,6
1685,8
1686,8
1687,2
1688,1
1689,0
1690,4
1691,8
1692,5
1693,7
1694,5
1695,7
1696,1
1697,0
1698,1
1699,6
1700,6
1701,1
1702,3
1703,8
1704,1
1705,6
1706,1
1707,8
1708,0
1709,2
1710,2
1711,9
1712,1
1713,1
1714,2
1715,1
1716,9
1717,6
1718,2
1719,1
1720,1
1721,8
1722,3
1723,2
1724,8
1725,1
1726,2
1727,2
1728,7
1729,0
1730,7
1731,6
1732,8
1733,2
1734,2
1735,8
1736,8
1737,9
1738,1
1739,2
1740,1
1741,7
1742,8
1743,1
1744,3
1745,8
1746,8
1747,3
1748,5
1749,2
1750,2
1751,5
1752,1
1753,7
1754,9
1755,1
1756,4
1757,1
1758,8
1759,7
1760,1
1761,8
1762,2
1763,5
1764,5
1765,5
1766,4
1767,5
1768,3
1769,1
1770,2
1771,1
1772,5
1773,1
1774,0
1775,9
1776,1
1777,7
1778,2
1779,1
1780,7
1781,7
1782,1
1783,5
1784,9
1785,8
1786,1
1787,4
1788,1
1789,7
1790,4
1791,9
1792,1
1793,2
1794,1
1795,1
1796,2
1797,3
1798,9
1799,1
1800,4
1801,2
1802,8
1803,1
1804,1
1805,9
1806,4
1807,8
1808,2
1809,8
1810,1
1811,8
1812,2
1813,9
1814,3
1815,5
1816,7
1817,5
1818,1
1819,7
1820,1
1821,5
1822,1
1823,2
1824,2
1825,7
1826,1
1827,2
1828,8
1829,9
1830,1
1831,1
1832,8
1833,7
1834,9
1835,5
1836,9
1837,5
1838,1
1839,8
1840,2
1841,8
1842,8
1843,9
1844,9
1845,5
1846,2
1847,5
1848,9
1849,5
1850,2
1851,8
1852,3
1853,1
1854,8
1855,0
1856,7
1857,2
1858,3
1859,7
1860,8
1861,9
1862,5
1863,2
1864,2
1865,8
1866,5
1867,9
1868,5
1869,1
1870,3
1871,1
1872,7
1873,1
1874,9
1875,7
1876,3
1877,5
1878,2
1879,8
1880,4
1881,3
1882,1
1883,0
1884,9
1885,7
1886,7
1887,9
1888,0
1889,2
1890,8
1891,1
1892,1
1893,8
1894,3
1895,7
1896,1
1897,4
1898,1
1899,3
1900,7
1901,6
1902,7
1903,1
1904,1
1905,3
1906,2
1907,1
1908,2
1909,5
1910,4
1911,2
1912,5
1913,5
1914,4
1915,2
1916,2
1917,4
1918,2
1919,7
1920,8
1921,8
1922,2
1923,2
1924,3
1925,1
1926,1
1927,8
1928,2
1929,8
1930,7
1931,8
1932,7
1933,0
1934,1
1935,9
1936,9
1937,4
1938,1
1939,3
1940,2
1941,3
1942,2
1943,0
1944,4
1945,1
1946,7
1947,9
1948,1
1949,5
1950,5
1951,4
1952,8
1953,7
1954,8
1955,5
1956,7
1957,1
1958,8
1959,3
1960,9
1961,2
1962,2
1963,1
1964,4
1965,8
1966,3
1967,8
1968,1
1969,2
1970,2
1971,2
1972,4
1973,2
1974,5
1975,0
1976,7
1977,8
1978,1
1979,2
1980,0
1981,5
1982,1
1983,9
1984,1
1985,2
1986,8
1987,5
1988,6
1989,5
1990,5
1991,1
1992,2
1993,0
1994,1
1995,1
1996,5
1997,7
1998,6
1999,6
2000,2
2001,5
2002,1
2003,8
2004,2
2005,6
2006,9
2007,7
2008,0
2009,8
2010,2
2011,2
2012,7
2013,8
2014,2
2015,3
2016,9
2017,2
2018,6
2019,2
2020,5
2021,0
2022,8
2023,7
2024,2
2025,8
2026,9
2027,1
2028,9
2029,1
2030,0
2031,8
2032,7
2033,2
2034,9
2035,9
2036,4
2037,8
2038,1
2039,8
2040,2
2041,0
2042,8
2043,1
2044,1
2045,1
2046,8
2047,8
2048,4
2049,4
2050,6
2051,0
2052,1
2053,2
2054,1
2055,1
2056,4
2057,1
2058,2
2059,7
2060,4
2061,7
2062,8
2063,2
2064,9
2065,4
2066,8
2067,2
2068,1
2069,8
2070,8
2071,0
2072,5
2073,4
2074,8
2075,8
2076,7
2077,1
2078,1
2079,8
2080,8
2081,8
2082,1
2083,7
2084,9
2085,3
2086,3
2087,1
2088,6
2089,5
2090,1
2091,8
2092,9
2093,2
2094,8
2095,2
2096,1
2097,6
2098,3
2099,1
2100,1
2101,9
2102,2
2103,8
2104,1
2105,3
2106,2
2107,1
2108,1
2109,1
2110,9
2111,8
2112,8
2113,9
2114,2
2115,5
2116,8
2117,4
2118,1
2119,8
2120,1
2121,8
2122,0
2123,1
2124,5
2125,7
2126,2
2127,9
2128,9
2129,1
2130,8
2131,0
2132,1
2133,0
2134,2
2135,8
2136,2
2137,1
2138,1
2139,5
2140,9
2141,1
2142,4
2143,0
2144,1
2145,1
2146,7
2147,4
2148,2
2149,5
2150,8
2151,1
2152,8
2153,8
2154,4
2155,6
2156,8
2157,1
2158,7
2159,2
2160,1
2161,2
2162,5
2163,9
2164,7
2165,1
2166,5
2167,8
2168,1
2169,1
2170,1
2171,2
2172,7
2173,1
2174,8
2175,9
2176,1
2177,2
2178,8
2179,2
2180,1
2181,2
2182,6
2183,1
2184,8
2185,8
2186,8
2187,9
2188,9
2189,8
2190,0
2191,1
2192,8
2193,1
2194,7
2195,8
2196,7
2197,4
2198,0
2199,8
2200,9
2201,8
2202,9
2203,9
2204,9
2205,9
2206,3
2207,1
2208,9
2209,8
2210,2
2211,0
2212,9
2213,2
2214,1
2215,8
2216,1
2217,2
2218,9
2219,8
2220,1
2221,7
2222,0
2223,1
2224,1
2225,8
2226,2
2227,2
2228,2
2229,4
2230,1
2231,7
2232,7
2233,0
2234,8
2235,9
2236,1
2237,5
2238,8
2239,7
2240,5
2241,3
2242,1
2243,6
2244,2
2245,3
2246,0
2247,8
2248,9
2249,9
2250,3
2251,8
2252,3
2253,1
2254,9
2255,1
2256,1
2257,3
2258,5
2259,6
2260,9
2261,7
2262,5
2263,1
2264,5
2265,1
2266,5
2267,2
2268,1
2269,7
2270,7
2271,1
2272,1
2273,1
2274,6
2275,8
2276,2
2277,9
2278,8
2279,1
2280,8
2281,5
2282,2
2283,8
2284,1
2285,1
2286,7
2287,5
2288,0
2289,9
2290,6
2291,5
2292,6
2293,1
2294,1
2295,1
2296,9
2297,7
2298,1
2299,4
2300,9
2301,8
2302,1
2303,8
2304,8
2305,1
2306,2
2307,0
2308,2
2309,8
2310,1
2311,8
2312,5
2313,8
2314,2
2315,9
2316,6
2317,8
2318,5
2319,1
2320,4
2321,0
2322,1
2323,8
2324,9
2325,6
2326,2
2327,7
2328,7
2329,8
2330,4
2331,1
2332,2
2333,7
2334,9
2335,0
2336,8
2337,0
2338,2
2339,2
2340,2
2341,2
2342,0
2343,3
2344,6
2345,1
2346,2
2347,8
2348,3
2349,5
2350,8
2351,3
2352,1
2353,2
2354,3
2355,1
2356,0
2357,0
2358,5
2359,7
2360,4
2361,2
2362,5
2363,4
2364,2
2365,3
2366,8
2367,1
2368,8
2369,1
2370,1
2371,3
2372,7
2373,4
2374,7
2375,2
2376,2
2377,0
2378,1
2379,8
2380,0
2381,1
2382,1
2383,9
2384,7
2385,1
2386,2
2387,1
2388,8
2389,5
2390,1
2391,8
2392,2
2393,2
2394,1
2395,6
2396,4
2397,2
2398,5
2399,1
2400,8
2401,1
2402,8
2403,1
2404,6
2405,8
2406,2
2407,7
2408,0
2409,8
2410,8
2411,1
2412,9
2413,6
2414,2
2415,1
2416,7
2417,9
2418,2
2419,8
2420,5
2421,2
2422,8
2423,1
2424,7
2425,2
2426,6
2427,0
2428,1
2429,2
2430,4
2431,8
2432,2
2433,8
2434,7
2435,4
2436,2
2437,0
2438,8
2439,8
2440,4
2441,2
2442,1
2443,9
2444,7
2445,9
2446,8
2447,2
2448,2
2449,2
2450,1
2451,8
2452,2
2453,2
2454,7
2455,1
2456,5
2457,3
2458,8
2459,2
2460,1
2461,2
2462,1
2463,2
2464,9
2465,7
2466,7
2467,7
2468,2
2469,5
2470,1
2471,8
2472,2
2473,1
2474,1
2475,8
2476,1
2477,8
2478,6
2479,8
2480,3
2481,1
2482,7
2483,5
2484,6
2485,1
2486,5
2487,4
2488,9
2489,1
2490,9
2491,1
2492,1
2493,1
2494,8
2495,2
2496,8
2497,6
2498,1
2499,7
2500,1
2501,8
2502,8
2503,8
2504,1
2505,8
2506,8
2507,3
2508,9
2509,8
2510,1
2511,2
2512,2
2513,1
2514,8
2515,7
2516,8
2517,6
2518,1
2519,0
2520,5
2521,8
2522,5
2523,7
2524,8
2525,0
2526,8
2527,8
2528,8
2529,1
2530,4
2531,8
2532,2
2533,6
2534,4
2535,8
2536,3
2537,2
2538,6
2539,7
2540,4
2541,8
2542,1
2543,1
2544,1
2545,7
2546,8
2547,6
2548,6
2549,7
2550,8
2551,7
2552,5
2553,9
2554,0
2555,1
2556,1
2557,7
2558,8
2559,5
2560,5
2561,4
2562,9
2563,2
2564,1
2565,6
2566,8
2567,1
2568,9
2569,2
2570,2
2571,6
2572,9
2573,7
2574,8
2575,4
2576,1
2577,5
2578,1
2579,3
2580,2
2581,7
2582,1
2583,1
2584,6
2585,1
2586,8
2587,3
2588,1
2589,3
2590,2
2591,1
2592,1
2593,2
2594,2
2595,2
2596,4
2597,7
2598,7
2599,7
2600,1
2601,2
2602,3
2603,4
2604,0
2605,1
2606,8
2607,2
2608,5
2609,7
2610,2
2611,6
2612,4
2613,9
2614,7
2615,5
2616,8
2617,7
2618,9
2619,4
2620,1
2621,3
2622,3
2623,9
2624,1
2625,8
2626,4
2627,9
2628,1
2629,4
2630,5
2631,6
2632,8
2633,9
2634,7
2635,5
2636,8
2637,1
2638,5
2639,5
2640,2
2641,8
2642,4
2643,1
2644,7
2645,2
2646,8
2647,1
2648,8
2649,0
2650,0
2651,3
2652,1
2653,4
2654,1
2655,1
2656,2
2657,5
2658,2
2659,8
2660,9
2661,1
2662,5
2663,8
2664,8
2665,1
2666,2
2667,9
2668,1
2669,9
2670,1
2671,3
2672,9
2673,7
2674,5
2675,2
2676,9
2677,5
2678,8
2679,8
2680,1
2681,8
2682,2
2683,1
2684,5
2685,2
2686,1
2687,8
2688,1
2689,9
2690,8
2691,1
2692,0
2693,8
2694,4
2695,3
2696,2
2697,9
2698,7
2699,1
2700,4
2701,1
2702,4
2703,4
2704,6
2705,2
2706,1
2707,2
2708,8
2709,5
2710,1
2711,8
2712,2
2713,1
2714,2
2715,2
2716,1
2717,7
2718,5
2719,1
2720,9
2721,8
2722,0
2723,9
2724,1
2725,5
2726,2
2727,1
2728,7
2729,1
2730,6
2731,1
2732,8
2733,8
2734,1
2735,6
2736,4
2737,9
2738,1
2739,6
2740,4
2741,1
2742,4
2743,6
2744,9
2745,2
2746,2
2747,0
2748,7
2749,1
2750,4
2751,8
2752,2
2753,7
2754,1
2755,2
2756,3
2757,4
2758,9
2759,8
2760,4
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,7
2768,2
2769,8
2770,0
2771,7
2772,5
2773,8
2774,2
2775,2
2776,8
2777,6
2778,2
2779,8
2780,8
2781,2
2782,2
2783,7
2784,8
2785,4
2786,1
2787,9
2788,1
2789,1
2790,2
2791,1
2792,2
2793,8
2794,7
2795,3
2796,1
2797,8
2798,2
2799,9
2800,8
2801,8
2802,2
2803,1
2804,2
2805,8
2806,0
2807,9
2808,2
2809,1
2810,7
2811,8
2812,5
2813,2
2814,1
2815,1
2816,1
2817,0
2818,9
2819,3
2820,5
2821,6
2822,2
2823,8
2824,8
2825,8
2826,9
2827,2
2828,5
2829,3
2830,3
2831,1
2832,8
2833,8
2834,1
2835,8
2836,7
2837,4
2838,7
2839,5
2840,8
2841,8
2842,8
2843,8
2844,1
2845,8
2846,2
2847,7
2848,5
2849,1
2850,8
2851,4
2852,9
2853,8
2854,1
2855,6
2856,1
2857,8
2858,0
2859,1
2860,1
2861,9
2862,1
2863,8
2864,1
2865,6
2866,8
2867,3
2868,1
2869,9
2870,8
2871,8
2872,8
2873,4
2874,2
2875,1
2876,7
2877,7
2878,2
2879,8
2880,4
2881,0
2882,8
2883,3
2884,1
2885,6
2886,6
2887,2
2888,2
2889,1
2890,6
2891,7
2892,2
2893,2
2894,8
2895,8
2896,1
2897,5
2898,9
2899,8
2900,5
2901,3
2902,7
2903,1
2904,7
2905,1
2906,5
2907,2
2908,3
2909,6
2910,2
2911,4
2912,5
2913,6
2914,6
2915,2
2916,1
2917,1
2918,2
2919,8
2920,5
2921,1
2922,7
2923,7
2924,7
2925,2
2926,4
2927,7
2928,8
2929,8
2930,9
2931,6
2932,8
2933,3
2934,7
2935,3
2936,1
2937,1
2938,9
2939,4
2940,2
2941,4
2942,2
2943,2
2944,9
2945,5
2946,1
2947,0
2948,8
2949,6
2950,7
2951,0
2952,5
2953,6
2954,4
2955,1
2956,3
2957,2
2958,1
2959,1
2960,1
2961,1
2962,2
2963,0
2964,2
2965,8
2966,6
2967,2
2968,9
2969,8
2970,8
2971,3
2972,6
2973,8
2974,1
2975,4
2976,1
2977,6
2978,3
2979,8
2980,3
2981,1
2982,7
2983,5
2984,8
2985,1
2986,2
2987,4
2988,8
2989,8
2990,8
2991,7
2992,2
2993,8
2994,4
2995,6
2996,1
2997,5
